"Keyword","Monthly Volume","Adwords CPC","Adwords Comp","Volume Jan","Volume Feb","Volume Mar","Volume Apr","Volume May","Volume Jun","Volume Jul","Volume Aug","Volume Sep","Volume Oct","Volume Nov","Volume Dec"
"sport 705","888","$80.00","88.00","2","6","1","8","2","11","3","11","10","1","11","8"
"sport 78","888","$80.00","88.00","5","1","8","4","7","4","8","2","3","8","9","5"
"sport 7","888","$80.00","88.00","8","9","7","10","9","7","5","2","4","11","11","2"
"sport 7 form","888","$80.00","88.00","6","1","8","3","6","9","3","3","2","7","1","11"
"sport 777","888","$80.00","88.00","7","9","6","10","11","7","10","9","6","11","7","6"
"sport 85","888","$80.00","88.00","8","8","6","4","11","9","11","9","7","5","7","7"
"sport 888","888","$80.00","88.00","6","8","3","10","2","6","2","1","5","8","3","7"
"sport 890","888","$80.00","88.00","4","5","4","5","11","3","4","1","8","3","11","8"
"sport 80","888","$80.00","88.00","3","2","10","8","2","1","11","7","9","6","9","7"
"sport 800 toyota","888","$80.00","88.00","7","2","11","4","3","3","3","1","4","8","3","2"
"sport 88","888","$80.00","88.00","10","9","9","10","8","9","9","11","3","7","7","4"
"sport 85 pomezia","888","$80.00","88.00","6","11","8","11","8","9","1","6","4","8","5","1"
"sport 85 latina","888","$80.00","88.00","7","5","6","1","3","9","2","7","8","10","6","7"
"sport 96","888","$80.00","88.00","3","5","9","3","7","2","2","4","5","7","7","10"
"sport 90","888","$80.00","88.00","5","7","7","7","10","11","5","6","11","7","2","9"
"sport 95","888","$80.00","88.00","1","9","1","2","3","2","3","5","8","5","8","10"
"sport 9.0 zara","888","$80.00","88.00","1","2","2","7","3","4","9","10","2","7","5","2"
"sport 99","888","$80.00","88.00","8","2","4","10","7","8","1","10","6","5","1","7"
"sport 98","888","$80.00","88.00","3","10","1","9","1","11","10","11","4","3","7","1"
"sport 97","888","$80.00","88.00","3","6","1","7","7","8","8","11","1","8","6","7"
"sport 95 live","888","$80.00","88.00","8","10","6","4","1","3","4","5","1","7","3","11"
"sport about essay","888","$80.00","88.00","8","3","7","6","7","8","3","11","10","3","1","11"
"sport about you","888","$80.00","88.00","1","3","6","10","8","7","9","10","11","8","6","5"
"sport about equipment","888","$80.00","88.00","9","11","8","1","9","2","7","11","2","3","5","2"
"sport about graphics","888","$80.00","88.00","8","5","4","7","11","2","1","3","2","4","1","11"
"sport about vista","888","$80.00","88.00","1","6","5","6","11","4","9","7","8","7","8","5"
"sport about running","888","$80.00","88.00","11","3","4","7","8","7","2","3","9","7","9","2"
"sport about apparel","888","$80.00","88.00","6","1","3","6","8","5","2","10","11","9","1","5"
"sport about napa","888","$80.00","88.00","4","5","9","5","6","1","9","2","4","9","3","7"
"sport after covid","888","$80.00","88.00","5","2","8","8","3","6","1","4","5","6","11","8"
"sport after vaccine","888","$80.00","88.00","6","1","2","8","11","11","3","1","1","8","9","1"
"sport after food","888","$80.00","88.00","10","10","6","5","4","7","1","5","9","7","5","2"
"sport after stroke","888","$80.00","88.00","4","10","11","11","2","8","7","11","4","8","2","10"
"sport after cesarean section","888","$80.00","88.00","2","9","7","7","6","1","1","6","11","4","2","8"
"sport after facelift","888","$80.00","88.00","4","11","4","1","3","4","10","11","1","8","3","11"
"sport after covid vaccine","888","$80.00","88.00","3","11","11","6","3","2","1","4","3","2","7","2"
"sport after concussion","888","$80.00","88.00","4","8","9","11","11","3","4","7","1","2","10","5"
"sport against stress","888","$80.00","88.00","2","10","4","8","3","8","9","7","9","3","8","3"
"sport against war","888","$80.00","88.00","9","9","10","3","9","3","4","8","5","11","5","2"
"sport against poverty","888","$80.00","88.00","9","2","2","9","5","6","5","4","4","7","3","3"
"sport against violence","888","$80.00","88.00","11","9","3","9","7","11","5","8","11","11","11","10"
"sport against drugs","888","$80.00","88.00","2","7","5","8","10","2","2","1","4","3","11","9"
"sport against depression","888","$80.00","88.00","1","1","7","6","9","6","5","7","10","8","10","5"
"sport against anxiety","888","$80.00","88.00","8","1","4","3","10","1","8","6","10","2","3","1"
"sport against covid","888","$80.00","88.00","6","1","7","8","4","10","2","5","11","10","5","2"
"most popular sport among africanamericans","888","$80.00","88.00","1","5","2","10","2","1","5","10","3","4","10","4"
"most popular sport among american youth","888","$80.00","88.00","1","6","8","6","4","6","10","5","7","5","1","8"
"popular sport among rivers","888","$80.00","88.00","7","5","6","7","2","5","4","1","1","4","8","9"
"sport participation among students","888","$80.00","88.00","9","7","10","10","7","4","5","8","11","2","1","3"
"popular sport among youth","888","$80.00","88.00","7","4","10","10","3","1","11","9","10","4","3","5"
"aci game sport among us","888","$80.00","88.00","1","7","11","7","8","8","10","8","6","7","6","8"
"most popular sport among youth","888","$80.00","88.00","1","6","3","1","2","1","8","3","6","11","1","4"
"sport promoting understanding among nations","888","$80.00","88.00","3","7","10","10","9","10","9","8","11","10","10","4"
"sport and health","888","$80.00","88.00","6","7","3","1","4","5","10","9","7","8","5","1"
"sport and healthy lifestyle","888","$80.00","88.00","11","9","5","5","9","3","9","1","1","9","3","1"
"sport and healthy way of life","888","$80.00","88.00","4","4","10","2","4","1","4","7","11","7","1","10"
"sport and politics","888","$80.00","88.00","7","2","2","7","5","11","4","9","7","1","4","10"
"sport and fun","888","$80.00","88.00","2","7","6","5","4","10","9","6","2","4","10","8"
"sport area room","888","$80.00","88.00","8","8","9","8","9","2","4","8","10","6","8","5"
"sport arena tv live","888","$80.00","88.00","11","8","3","1","6","8","2","6","6","9","6","3"
"sport area","888","$80.00","88.00","10","11","10","7","9","6","5","5","8","1","6","11"
"sport arena mylenice","888","$80.00","88.00","10","3","7","2","7","2","11","1","10","11","3","5"
"sport around the world","888","$80.00","88.00","9","9","2","6","9","5","8","9","11","10","7","4"
"sport around me","888","$80.00","88.00","4","10","10","10","11","3","7","5","8","10","1","2"
"sport around the world today","888","$80.00","88.00","8","3","8","8","11","8","8","7","9","7","10","7"
"sport around the word","888","$80.00","88.00","9","3","5","10","5","1","8","10","11","2","8","8"
"sport around meaning","888","$80.00","88.00","5","4","7","2","3","8","11","6","3","2","8","11"
"sport around gent","888","$80.00","88.00","5","9","6","6","2","5","7","1","4","8","9","10"
"sport around the world quiz","888","$80.00","88.00","9","11","6","9","8","6","7","9","7","11","9","7"
"sport around here","888","$80.00","88.00","9","11","3","4","7","3","3","11","9","11","3","1"
"sport athletics","888","$80.00","88.00","8","9","4","3","6","10","2","7","6","9","5","2"
"sport at school","888","$80.00","88.00","10","3","3","7","9","2","1","2","2","11","8","3"
"sport atlet","888","$80.00","88.00","1","7","2","4","11","2","4","11","7","9","2","4"
"sport atamalari","888","$80.00","88.00","10","9","7","8","9","2","10","2","9","10","11","7"
"sport at home","888","$80.00","88.00","11","3","6","1","7","6","9","8","8","1","8","9"
"sport atamasiga tushuncha","888","$80.00","88.00","6","7","1","3","7","3","6","5","4","7","10","1"
"sport atv","888","$80.00","88.00","10","5","10","10","3","3","3","11","10","1","6","6"
"sport before vaccine","888","$80.00","88.00","5","8","5","1","1","5","3","4","7","5","7","5"
"sport before sleep","888","$80.00","88.00","4","4","5","2","3","4","4","9","9","1","3","8"
"sport before or after breakfast","888","$80.00","88.00","2","5","3","2","7","8","5","8","4","10","7","6"
"sport before covid vaccine","888","$80.00","88.00","11","11","4","5","6","9","5","1","6","6","2","4"
"sport before breakfast","888","$80.00","88.00","5","1","11","3","4","11","11","8","3","4","11","10"
"sport before or after eating","888","$80.00","88.00","4","10","7","7","5","6","6","2","3","6","3","8"
"sport before the industrial revolution","888","$80.00","88.00","6","5","8","9","4","7","2","5","3","4","3","5"
"sport before or after dinner","888","$80.00","88.00","3","10","7","10","2","10","9","4","2","3","11","9"
"sport best fashion","888","$80.00","88.00","9","7","2","3","8","8","3","3","2","8","9","7"
"sport best moments","888","$80.00","88.00","11","7","8","7","8","5","2","10","2","6","3","5"
"sport best fashion brand","888","$80.00","88.00","4","2","6","7","4","6","11","8","2","11","2","7"
"sport best fashion soccer jerseys","888","$80.00","88.00","6","4","8","6","8","1","2","9","4","6","6","11"
"sport best shoes","888","$80.00","88.00","9","8","10","11","4","11","10","3","2","8","6","6"
"sport best bike","888","$80.00","88.00","2","1","7","1","6","1","4","11","5","3","5","10"
"sport best movies","888","$80.00","88.00","7","5","7","3","8","5","3","2","1","4","3","3"
"sport between tennis and squash","888","$80.00","88.00","6","8","5","3","8","7","3","2","1","9","7","1"
"bt sport between the lines","888","$80.00","88.00","3","7","6","3","7","4","6","5","8","11","9","8"
"difference between sport and game","888","$80.00","88.00","4","6","2","4","3","1","4","1","1","11","5","2"
"difference between sport coat and blazer","888","$80.00","88.00","4","6","10","10","6","9","3","9","7","1","2","1"
"difference between sport and sports","888","$80.00","88.00","5","5","5","10","3","7","5","10","1","1","11","7"
"difference between sport and conservation fishing license","888","$80.00","88.00","6","2","5","8","3","7","1","7","4","9","11","3"
"difference between sport and exercise","888","$80.00","88.00","8","3","7","7","4","9","10","6","5","11","8","1"
"relationship between sport and politics","888","$80.00","88.00","3","9","4","11","5","2","5","2","4","9","11","10"
"sport buyumlari","888","$80.00","88.00","2","10","5","5","2","9","3","4","10","3","8","1"
"sport buyumlari dokoni","888","$80.00","88.00","2","7","11","4","1","1","10","7","8","4","1","6"
"sport buyumlari narxlari","888","$80.00","88.00","4","11","9","7","3","8","10","1","9","8","10","9"
"buy sport shoes","888","$80.00","88.00","9","10","6","1","3","2","8","3","4","4","4","11"
"buy sport shoes online","888","$80.00","88.00","6","8","7","3","8","4","4","1","1","2","6","9"
"buy sport car","888","$80.00","88.00","2","4","1","11","9","7","9","11","3","7","6","2"
"buy sport clothes online","888","$80.00","88.00","8","4","4","1","2","6","9","3","11","10","1","7"
"buy sport tickets","888","$80.00","88.00","5","9","2","8","7","2","3","10","6","2","9","9"
"sport bike","888","$80.00","88.00","6","9","5","10","7","5","6","11","3","2","10","10"
"sport bild","888","$80.00","88.00","8","5","10","9","2","10","3","10","5","4","11","11"
"sport bist.ru","888","$80.00","88.00","3","2","10","4","4","11","1","8","6","1","10","7"
"sport bible","888","$80.00","88.00","9","7","4","3","6","2","6","1","10","4","5","4"
"sport biznes online","888","$80.00","88.00","4","1","10","7","6","10","3","7","1","3","8","9"
"sport by country","888","$80.00","88.00","6","7","7","2","1","8","6","10","7","7","7","7"
"sport canli","888","$80.00","88.00","7","7","6","3","4","1","3","4","1","1","10","9"
"sport canada","888","$80.00","88.00","4","2","3","3","4","5","6","9","1","10","6","4"
"sport canli izle","888","$80.00","88.00","4","7","7","1","7","1","3","4","1","8","4","3"
"sport canta","888","$80.00","88.00","11","7","1","4","5","1","5","8","2","8","8","6"
"sport canal","888","$80.00","88.00","6","6","8","5","8","3","3","3","1","3","1","4"
"sport cantilever 30mm mount","888","$80.00","88.00","10","8","4","10","5","6","6","3","6","5","6","3"
"sport canada news","888","$80.00","88.00","5","2","11","4","4","3","7","9","7","1","7","9"
"sport cheap cars","888","$80.00","88.00","6","4","2","10","1","7","11","5","10","3","10","4"
"sport cheapest","888","$80.00","88.00","5","3","10","5","10","11","3","4","5","11","7","8"
"sport cheap motorcycles","888","$80.00","88.00","7","4","11","4","9","9","9","11","7","9","6","10"
"sport cheap tires","888","$80.00","88.00","4","11","5","7","6","3","11","8","7","11","6","8"
"sport cheap jersey","888","$80.00","88.00","2","8","11","10","7","5","3","11","3","5","5","3"
"sport cheap boat","888","$80.00","88.00","8","6","7","9","5","1","11","9","8","11","3","11"
"sport cheap nike shoes","888","$80.00","88.00","1","2","11","3","9","7","9","7","5","9","10","3"
"cheapest sport cars","888","$80.00","88.00","1","9","6","4","6","4","3","5","5","4","6","4"
"sport diddy","888","$80.00","88.00","4","9","3","4","4","1","10","8","2","1","1","5"
"sport didactics","888","$80.00","88.00","10","4","6","5","1","3","9","10","3","3","10","11"
"sport didi","888","$80.00","88.00","6","9","9","11","3","7","4","5","7","9","6","3"
"sport diderot","888","$80.00","88.00","2","10","10","7","11","4","11","8","9","11","9","4"
"sport didaktik","888","$80.00","88.00","10","5","2","5","4","1","8","2","1","10","2","8"
"sport didaktik fau","888","$80.00","88.00","6","3","6","2","7","6","11","2","10","3","2","5"
"sport didam","888","$80.00","88.00","7","7","10","8","7","5","1","4","2","4","7","9"
"sport doma","888","$80.00","88.00","4","11","6","4","6","8","4","9","7","3","1","6"
"sport doc","888","$80.00","88.00","6","10","7","1","6","8","7","9","2","1","7","7"
"sport do play go","888","$80.00","88.00","11","8","7","10","7","4","5","6","9","2","9","1"
"sport dom","888","$80.00","88.00","3","8","2","8","5","6","6","1","4","6","6","5"
"sport doma 74","888","$80.00","88.00","7","5","5","2","1","1","1","8","8","11","3","10"
"sport dokoni","888","$80.00","88.00","3","10","4","1","7","10","4","3","1","4","4","10"
"sport dokon","888","$80.00","88.00","5","6","6","3","10","8","7","1","6","10","11","4"
"sport does not build character","888","$80.00","88.00","5","11","6","5","8","5","7","4","8","2","2","4"
"sport doesnt build character it reveals it","888","$80.00","88.00","11","2","6","8","9","11","3","8","3","8","7","8"
"sport does not use a ball","888","$80.00","88.00","4","6","7","1","6","7","6","2","6","8","8","10"
"sport does it mean","888","$80.00","88.00","3","8","8","5","3","9","7","1","8","5","5","11"
"sport doesburg","888","$80.00","88.00","4","3","2","11","6","3","7","11","5","11","7","8"
"does sport build character","888","$80.00","88.00","3","11","3","3","4","10","1","5","2","11","4","8"
"does sport help mental health","888","$80.00","88.00","7","1","3","6","10","5","6","9","9","11","5","10"
"does sport make you taller","888","$80.00","88.00","3","1","1","9","11","4","6","11","5","4","9","6"
"sport during period","888","$80.00","88.00","4","1","10","8","5","5","6","8","10","1","6","9"
"sport during omicron","888","$80.00","88.00","2","11","4","10","4","11","3","7","6","5","7","7"
"sport during covid","888","$80.00","88.00","1","7","11","7","10","1","1","2","8","10","5","11"
"sport during pregnancy","888","$80.00","88.00","2","1","8","2","6","6","9","6","10","2","10","5"
"sport during ww2","888","$80.00","88.00","8","1","9","1","1","1","1","7","11","6","8","2"
"sport during cold war","888","$80.00","88.00","7","4","4","10","10","9","8","3","2","2","11","2"
"sport during covid 19","888","$80.00","88.00","11","3","2","6","1","11","5","7","7","6","1","5"
"sport during lockdown","888","$80.00","88.00","4","2","11","10","2","3","2","4","4","8","6","5"
"sport force mitas","888","$80.00","88.00","2","9","7","3","2","11","1","9","2","10","3","3"
"sport fora","888","$80.00","88.00","6","1","7","3","5","2","9","1","8","7","1","7"
"sport fortis","888","$80.00","88.00","7","4","2","5","9","9","2","5","3","11","2","3"
"sport formasi","888","$80.00","88.00","7","2","10","2","7","9","7","9","7","8","6","6"
"sport formalari","888","$80.00","88.00","9","7","10","8","5","9","4","5","5","11","9","1"
"sport for all","888","$80.00","88.00","11","2","4","9","1","1","1","2","5","3","9","4"
"sport formasi taraqqiyotining qonuniyatlari","888","$80.00","88.00","3","2","2","3","9","8","5","5","5","10","8","11"
"sport from a to z","888","$80.00","88.00","5","2","11","7","1","5","8","1","8","8","10","5"
"sport from a to z test","888","$80.00","88.00","3","4","1","7","6","3","8","1","2","10","5","4"
"sport from england","888","$80.00","88.00","6","6","4","3","5","2","3","1","6","3","6","4"
"sport from c","888","$80.00","88.00","3","11","8","2","7","11","9","11","4","3","11","9"
"sport from ireland","888","$80.00","88.00","2","2","8","10","11","5","11","4","6","4","11","9"
"sport from letter o","888","$80.00","88.00","3","9","6","1","6","9","3","2","11","4","8","10"
"sport how does the world need it","888","$80.00","88.00","3","4","4","5","6","2","10","8","6","4","8","1"
"sport howard carpendale","888","$80.00","88.00","2","6","1","11","9","2","1","3","5","7","11","5"
"how sport is important","888","$80.00","88.00","3","11","6","7","1","9","2","5","8","10","8","5"
"how sport good","888","$80.00","88.00","11","6","2","7","8","3","2","1","8","1","11","10"
"how sport is fun","888","$80.00","88.00","11","1","1","2","11","9","11","8","11","5","11","10"
"how sport marketing","888","$80.00","88.00","10","1","2","2","11","11","5","1","3","5","4","1"
"how sport for development","888","$80.00","88.00","8","2","3","4","2","11","10","9","1","1","10","4"
"how sport tennis","888","$80.00","88.00","2","5","2","5","1","3","10","2","11","7","8","10"
"sport in russia","888","$80.00","88.00","5","11","7","7","2","11","10","7","11","4","8","10"
"sport into hindi","888","$80.00","88.00","2","6","11","1","8","5","10","8","10","7","11","9"
"sport into meaning","888","$80.00","88.00","6","10","4","1","9","8","6","8","1","6","10","3"
"sport into urdu","888","$80.00","88.00","4","7","7","10","3","5","4","5","5","1","1","8"
"sport into past tense","888","$80.00","88.00","2","1","9","7","1","1","5","11","2","10","5","10"
"sport into sentence","888","$80.00","88.00","2","8","9","1","7","3","4","7","5","9","2","8"
"sport into syllables","888","$80.00","88.00","11","5","6","3","4","11","3","2","10","2","10","1"
"sport into a noun","888","$80.00","88.00","8","8","11","1","7","7","9","1","7","7","9","4"
"sport is very important in our life","888","$80.00","88.00","6","4","1","11","10","7","7","3","10","4","2","10"
"sport is important in our life","888","$80.00","88.00","8","7","5","4","7","9","10","9","5","5","11","10"
"sport is very popular among","888","$80.00","88.00","1","4","5","1","8","5","5","3","11","4","9","4"
"sport is life","888","$80.00","88.00","3","9","9","1","5","10","8","7","8","1","7","10"
"sport is out of politics","888","$80.00","88.00","6","10","5","2","2","7","10","4","9","1","2","9"
"sport is very important for me","888","$80.00","88.00","2","2","9","4","6","3","4","7","9","5","6","11"
"sport is fun","888","$80.00","88.00","3","9","8","2","9","5","5","9","11","3","2","10"
"sport is my hobby","888","$80.00","88.00","4","8","7","3","8","2","11","1","8","4","9","5"
"sport like tennis","888","$80.00","88.00","7","2","5","4","2","1","5","3","3","1","2","1"
"sport like field hockey","888","$80.00","88.00","6","7","2","4","9","7","8","9","3","9","5","8"
"sport like bobsled","888","$80.00","88.00","6","7","2","8","6","10","4","6","1","2","11","10"
"sport like basketball","888","$80.00","88.00","10","5","8","7","11","6","3","1","11","10","7","4"
"sport like bowling","888","$80.00","88.00","10","8","3","9","5","6","7","7","3","10","5","10"
"sport like hockey","888","$80.00","88.00","6","8","2","7","5","6","9","8","11","8","5","6"
"sport like baseball","888","$80.00","88.00","6","4","7","1","1","4","1","3","10","1","4","1"
"sport like football","888","$80.00","88.00","7","7","10","8","2","6","6","8","5","3","7","3"
"sport near me","888","$80.00","88.00","1","9","4","2","1","4","1","11","5","2","6","1"
"nearest sport shop","888","$80.00","88.00","9","9","8","11","9","3","7","2","11","3","3","11"
"near sport shop","888","$80.00","88.00","10","1","5","2","1","1","9","8","3","11","3","11"
"nearby sport shop","888","$80.00","88.00","7","6","7","3","8","3","7","8","6","6","2","5"
"nearby sport stores","888","$80.00","88.00","5","5","5","8","10","9","2","6","6","9","4","7"
"near sport direct","888","$80.00","88.00","4","2","5","4","6","5","10","3","5","10","9","7"
"sport clips near me","888","$80.00","88.00","5","3","11","8","9","1","9","10","11","8","7","2"
"sport stores near me","888","$80.00","88.00","7","8","10","8","4","6","3","9","6","2","7","3"
"sport of kings","888","$80.00","88.00","3","6","10","3","1","5","4","9","11","3","6","10"
"sport of sailing","888","$80.00","88.00","11","6","8","6","6","8","11","5","7","5","1","8"
"sport of uzbekistan","888","$80.00","88.00","11","6","6","1","2","4","5","4","11","3","2","11"
"sport of great britain","888","$80.00","88.00","1","3","6","7","6","6","4","2","6","10","6","1"
"sport of uk","888","$80.00","88.00","6","3","5","7","4","7","3","3","10","3","4","11"
"sport of the usa","888","$80.00","88.00","1","4","4","6","6","6","8","2","8","6","8","2"
"sport of all","888","$80.00","88.00","6","7","6","3","5","1","8","4","4","1","11","4"
"sport of athletics","888","$80.00","88.00","11","9","8","10","2","1","9","7","7","10","4","6"
"sport online hd","888","$80.00","88.00","10","9","10","6","5","10","5","4","2","2","3","1"
"sport one","888","$80.00","88.00","8","2","9","4","4","9","1","5","8","3","9","8"
"sport on letter x","888","$80.00","88.00","7","1","7","11","6","11","2","6","8","9","5","9"
"sport online kz","888","$80.00","88.00","3","3","9","3","5","6","3","4","4","6","3","7"
"sport on letter z","888","$80.00","88.00","1","3","6","3","7","2","8","1","7","9","9","3"
"sport on letter o","888","$80.00","88.00","3","11","3","10","5","7","7","1","5","2","4","1"
"sport on letter u","888","$80.00","88.00","11","10","6","9","5","10","3","9","9","1","6","11"
"sport or sports difference","888","$80.00","88.00","7","8","4","3","7","5","10","7","9","3","7","1"
"sport or sports grammar","888","$80.00","88.00","8","6","11","7","3","2","5","7","8","2","1","2"
"sport original","888","$80.00","88.00","11","5","6","11","8","2","3","9","9","10","3","3"
"sport original ua","888","$80.00","88.00","6","10","3","7","11","3","3","5","5","9","5","1"
"sport outlet","888","$80.00","88.00","6","4","9","3","10","3","8","3","7","9","6","7"
"sport outfit","888","$80.00","88.00","5","3","5","9","3","11","11","1","9","9","3","2"
"sport outlet rezekne","888","$80.00","88.00","10","7","8","7","2","3","11","8","4","3","2","9"
